Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Wgmvjfulpt Nmdftho, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 6
Fullname: Eabkj Dmiht, Faculty: Faculty of Economic Sciences, Group: Group221, Avg Grade: 6
Fullname: Omilgzsc Torjqdse, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 6
Fullname: Uatxbdve Xumrbtoigh, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 6
Fullname: Laimfx Yknex, Faculty: Faculty of Law, Group: Group233, Avg Grade: 6
Fullname: Cxevlorhzt Mutqj, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 6
Fullname: Jgedwix Sjrevungy, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 6
Fullname: Wcfkgq Tmugja, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 6
Fullname: Gywbxptmj Hdwolqe, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 6
Fullname: Dealu Lwrackixqy, Faculty: Faculty of Law, Group: Group221, Avg Grade: 6
Fullname: Xlwhvrcfky Ndmeoyz, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 6
Fullname: Qmndf Kfcjo, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 6
Fullname: Kwurdqfbi Jdhkb, Faculty: International Institute of Economics and Finance, Group: Group218, Avg Grade: 6
Fullname: Ovwmkjd Vjmtq, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 6
Fullname: Skngpu Hdtroecl, Faculty: Faculty of Computer Science, Group: Group218, Avg Grade: 6
Fullname: Vijzrodpbn Unxqjshezm, Faculty: Faculty of Biology and Biotechnology, Group: Group218, Avg Grade: 6
Fullname: Pxyjdvufck Uakygzhj, Faculty: Faculty of Law, Group: Group288, Avg Grade: 6
Fullname: Mtfsnhx Usykcnrhe, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 6
Fullname: Wsdnvz Zbuxg, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 6
Fullname: Vpkctmb Uhnajkw, Faculty: International Institute of Economics and Finance, Group: Group233, Avg Grade: 6
Fullname: Urmlyjc Uzpmshxba, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 6
Fullname: Udrcznomt Jarybqpkz, Faculty: Faculty of Law, Group: Group219, Avg Grade: 6
Fullname: Rqzwxi Slxqyima, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 6
Fullname: Lwxzu Xwdvn, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 6
Fullname: Mpojacz Cjxzedi, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 6
Fullname: Bhgcitapqk Ofeklpztcg, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Ecyjdnkl Ltfmdvq, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 6
Fullname: Ugdmenvbj Mkgruvqwco, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 6
Fullname: Nsmvz Mcezr, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 6
Fullname: Fuevn Gfknphvydi, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 6
Fullname: Cbiazpst Kojyi, Faculty: Faculty of Law, Group: Group288, Avg Grade: 6
Fullname: Adisjbl Psvzoahjk, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 6
Fullname: Bivpj Jrwsyke, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Nsdxgtzp Fkmwhjqgyu, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 6
Fullname: Gcpiwxuo Ypjftugl, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 6
Fullname: Hwsmk Yqiscbognl, Faculty: Faculty of Urban and Regional Development, Group: Group213, Avg Grade: 6
Fullname: Lfvshzw Nvoye, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 6
Fullname: Vqsign Kojci, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 6
Fullname: Ultvi Wgyvilf, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 6
Fullname: Xzvhibo Dajiehyt, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Gtaejclny Poaxyfwuhk, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 6
Fullname: Dtybnlfa Eoaznd, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 6
Fullname: Qopdx Lxokjci, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 6
Fullname: Uejbk Jiabxm, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Jcevtfkgq Uwsacfhe, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 6
Fullname: Ekqyxzh Fcuxbnlzs, Faculty: Higher School of Jurisprudence and Administration, Group: Group212, Avg Grade: 6
Fullname: Jmopsl Aqgxhym, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 6
Fullname: Trjcp Xthpafy, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 6
Fullname: Emvahj Ejawrmbg, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 6
Fullname: Mfhpk Zxdjlcyt, Faculty: Faculty of Creative Industries, Group: Group221, Avg Grade: 6
Fullname: Cepasdmy Mpsnfbokeg, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 6
Fullname: Jvztqf Ezwhsbfvu, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Ezngbdoi Vjkltdez, Faculty: Faculty of Mathematics, Group: Group213, Avg Grade: 6
Fullname: Dvoybrizkc Gyuxvws, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 6
Fullname: Jutimrl Hcadkxryv, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 6
Fullname: Wxdgjseou Wejkav, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 6
Fullname: Flwqu Stinwb, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 6
Fullname: Dirmfwoqy Alhwmzqoc, Faculty: School of Foreign Languages, Group: Group218, Avg Grade: 6
Fullname: Fouszp Icmzud, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 6
Fullname: Cjnhpoxm Lnxobjqgrz, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 6
Fullname: Jeaylkm Wxuzfamb, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 6
Fullname: Cbfpsm Qgmyvwkur, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 6
Fullname: Tbykfvlxr Hbjfux, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 6
Fullname: Jabqswtezh Gxbuywvaq, Faculty: Faculty of Law, Group: Group233, Avg Grade: 6
Fullname: Syeibau Schqprue, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 6
Fullname: Szcoylrmf Dqenlbks, Faculty: Faculty of Computer Science, Group: Group233, Avg Grade: 6
Fullname: Gqmolztwh Ytfcvnepxz, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 6
Fullname: Otvxpr Jknuofsm, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 6
Fullname: Vdiueln Gbyfpnohx, Faculty: Faculty of Law, Group: Group219, Avg Grade: 6
Fullname: Yhtfqd Xefdpo, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 6
Fullname: Elkzpjai Ykxfh, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 6
Fullname: Hflutiqyd Egtcurpo, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 6
Fullname: Cefmuvxnhr Wxzkfuhr, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 6
Fullname: Qlxozhs Znvgp, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 6
Fullname: Uevyol Sfxrbdiw, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 6
Fullname: Bwhfgkoc Ztswaeoijn, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 6
Fullname: Tgciyxnl Qslmwnxo, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 6
Fullname: Qdcjmiyln Vqdonmx, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 6
Fullname: Jxbklyoprv Fncrdaxiqk, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 6
Fullname: Jeohb Vthyn, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 6
Fullname: Vpetkfzoc Yxlipog, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 6
Fullname: Wgqpfntd Cgmuhqiab, Faculty: Faculty of Law, Group: Group215, Avg Grade: 6
Fullname: Qmjfeduzpk Yerahfjv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 6
Fullname: Ohptkvczmx Skxvqrg, Faculty: Faculty of Urban and Regional Development, Group: Group215, Avg Grade: 6
Fullname: Ntvdfg Tbvgdnl, Faculty: International Institute of Economics and Finance, Group: Group233, Avg Grade: 6
Fullname: Rtalfbsq Ykesx, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 6
Fullname: Dugicen Wucfbrkhvj, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Muigfqxal Oasqglbv, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 6
Fullname: Veirozq Qmdgrlj, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Qmoeiskztl Ladghxse, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 6
Fullname: Eljqdz Hvynik, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Hybqfd Xwrouqe, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 6
Fullname: Xwztbk Hdqmusxbaf, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 6
Fullname: Npekmiwota Dpkeyh, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 6
Fullname: Aeukltdqg Rwlvdpzcgj, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 6
Fullname: Jbglrqpwnh Ngpjeoqdu, Faculty: Faculty of Law, Group: Group219, Avg Grade: 6
Fullname: Yxhpzrf Iotaysxcgz, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 6
Fullname: Rqdgxbya Teljhaz, Faculty: Faculty of World Economy and World Politics, Group: Group233, Avg Grade: 6
Fullname: Zufylg Mqlebuo, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 6
Fullname: Rvmstd Kbmltyej, Faculty: Faculty of Physics, Group: Group213, Avg Grade: 6
Fullname: Yrxcj Qizjmvd, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 6
Fullname: Bewixlsv Zjixsgemlk, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 6
Fullname: Agvsuf Bxcfeaomqt, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 6
Fullname: Xuzlwyv Urwqlb, Faculty: Graduate School of Business, Group: Group244, Avg Grade: 6
Fullname: Pczuwnxksv Zlpvijahuw, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 6
Fullname: Qkifjn Kcmpty, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 6
Fullname: Bxyenrjkua Ewcid, Faculty: Faculty of Physics, Group: Group217, Avg Grade: 6
Fullname: Whxty Mnldavuy, Faculty: Faculty of Law, Group: Group218, Avg Grade: 6
Fullname: Tsviq Cgvpzim, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 6
Fullname: Gebmqly Cwbzhol, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 6
Fullname: Qbljrp Zfwjgdv, Faculty: Faculty of Law, Group: Group212, Avg Grade: 6
Fullname: Zupklhbxt Ckioavpsb, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Odrszmgqk Vtszjcb, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 6
Fullname: Iwugfex Qojndvm, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 6
Fullname: Unpev Fjhgivl, Faculty: Faculty of World Economy and World Politics, Group: Group218, Avg Grade: 6
Fullname: Sgyquaiej Twagvnqdo, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 6
Fullname: Kdmslpo Ngzmcsif, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 6
Fullname: Mkqhbuel Lqmkxzdhot, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Uwylrhqi Oynxz, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Tzcjgkw Cvoldwtuy, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 6
Fullname: Odijhevka Ixlgru, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 6
Fullname: Vcwty Hyfozslkx, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 6
Fullname: Sjcqzmd Vgfat, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 6
Fullname: Gnspyq Imlwx, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 6
Fullname: Ajpnlquobk Tfspk, Faculty: Faculty of Physics, Group: Group221, Avg Grade: 6
Fullname: Qwinoskel Ivnymj, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 6
Fullname: Rtmghvck Hetkxc, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 6
Fullname: Bftqn Vzucf, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 6
Fullname: Ilzovqe Shzxo, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 6
Fullname: Zdxrwukvne Qimptk, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 6
Fullname: Dynapzirx Zjmvkgdtcl, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 6
Fullname: Tgqpal Afguprty, Faculty: Higher School of Jurisprudence and Administration, Group: Group221, Avg Grade: 6
Fullname: Cfwlxq Ahsxy, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 6
Fullname: Fdjzkgchbu Roqlisdkyv, Faculty: Faculty of Mathematics, Group: Group233, Avg Grade: 6
Fullname: Bfsmcyl Tacplwbyr, Faculty: Faculty of Computer Science, Group: Group215, Avg Grade: 6
Fullname: Ygpzstb Lrjnuzim, Faculty: Faculty of Humanities, Group: Group219, Avg Grade: 6
Fullname: Pcoekbmzx Wlucbfdpor, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Yodievxt Kmwxoyj, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 6
Fullname: Jadszt Csxde, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 6
Fullname: Jaowci Gtfvzw, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 6
Fullname: Bfprlau Mfrwtso, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 6
Fullname: Svztdgbhu Fmpctolir, Faculty: Graduate School of Business, Group: Group219, Avg Grade: 6
Fullname: Fchypwdmgv Ichpbgj, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 6
Fullname: Dqhurfli Ewadofx, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 6
Fullname: Wjltnig Ygfbzjhltw, Faculty: Higher School of Jurisprudence and Administration, Group: Group218, Avg Grade: 6
Fullname: Mnicda Hsteyd, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 6
Fullname: Pgfnierb Naqkimz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 6
Fullname: Vaylfcpnz Luntakfjz, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 6
Fullname: Pxcrv Fxitp, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 6
Fullname: Scopeig Xympqbotzr, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 6
Fullname: Ijuprocw Zfqvptulde, Faculty: Graduate School of Business, Group: Group219, Avg Grade: 6
Fullname: Znqdilxog Cufpewyz, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 6
Fullname: Hifejp Gxjnbot, Faculty: Pre-university training faculty, Group: Group215, Avg Grade: 6
Fullname: Gcvjwfxk Wvicoraz, Faculty: Faculty of Physics, Group: Group218, Avg Grade: 6
Fullname: Nyqwjlex Lsbtcor, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 6
Fullname: Geprqyzxv Mitlpjscky, Faculty: Faculty of Physics, Group: Group215, Avg Grade: 6
Fullname: Qeokrl Spyoi, Faculty: Faculty of Biology and Biotechnology, Group: Group233, Avg Grade: 6
Fullname: Yzkhbedmf Ahorfb, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 6
Fullname: Hypne Nvapj, Faculty: Graduate School of Business, Group: Group212, Avg Grade: 6
Fullname: Yqxhvumz Pslmjyoarx, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 6
Fullname: Olfus Uvrka, Faculty: Faculty of Geography and Geo-information Technology, Group: Group213, Avg Grade: 6
Fullname: Xuizmqlg Jinfdq, Faculty: Faculty of Chemistry, Group: Group212, Avg Grade: 6
Fullname: Qltdpafgwe Wcmfdsrz, Faculty: Faculty of Urban and Regional Development, Group: Group217, Avg Grade: 6
Fullname: Skzjtbng Duvxik, Faculty: Faculty of Computer Science, Group: Group213, Avg Grade: 6
Fullname: Zgmxsbl Znljbgmw, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 6
Fullname: Xdmhnbzjs Akcpeblhg, Faculty: Faculty of Law, Group: Group215, Avg Grade: 6
Fullname: Qnuaof Bconrhyfp, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 6
Fullname: Eprwtcignl Cdjwki, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 6
Fullname: Dwkvnga Qyaiomdjw, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 6
Fullname: Yzlvhp Wejyuqkv, Faculty: Faculty of Mathematics, Group: Group213, Avg Grade: 6
Fullname: Wzyvuorkd Ozvgc, Faculty: Faculty of Urban and Regional Development, Group: Group221, Avg Grade: 6
Fullname: Qwdgtzesf Cygjaxhws, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Bmpvn Wrjkpfmhog, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 6
Fullname: Wvribkt Ijhpkzf, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 6
Fullname: Emahlg Jtmciozfb, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 6
Fullname: Nzvtlhg Tuzmadxjl, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 6
Fullname: Sqbtmp Siwdkpq, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 6
Fullname: Ebmvfrpak Tukwq, Faculty: Faculty of Law, Group: Group215, Avg Grade: 6
Fullname: Zspvghlno Ncrvf, Faculty: Pre-university training faculty, Group: Group212, Avg Grade: 6
Fullname: Pyauwtje Gpkebd, Faculty: Faculty of World Economy and World Politics, Group: Group244, Avg Grade: 6
Fullname: Pkojrzsvw Aimyf, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 6
Fullname: Yjnom Odcsxphz, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 6
Fullname: Cdlipyxwoj Bkoqda, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 6
Fullname: Apsfyg Bnszk, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 6
Fullname: Kutgpmdi Lscnbpqv, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 6
Fullname: Amzckxoit Epvuj, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 6
Fullname: Hdiuafyx Dgsuyho, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 6
Fullname: Bxtlp Yiwkezvl, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 6
Fullname: Otsaqkf Waocubx, Faculty: Faculty of Creative Industries, Group: Group221, Avg Grade: 6
Fullname: Iphyj Hwquipczf, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 6
Fullname: Zsubcq Eqikn, Faculty: Higher School of Jurisprudence and Administration, Group: Group219, Avg Grade: 6
Fullname: Jzhsyc Yuvzgtf, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 6
Fullname: Hupsxbndfj Znwjbupdry, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 6
Fullname: Bkouxdji Sbwuynhqil, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 6
Fullname: Ntmaixsd Qkjxfhla, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 6
Fullname: Jplrwnyo Rdxma, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 6
Fullname: Lyqtk Gzqdfkya, Faculty: Faculty of Economic Sciences, Group: Group212, Avg Grade: 6
Fullname: Rkbxvlq Dhlpm, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 6
Fullname: Kqcdajzihe Gpfsxiyzh, Faculty: Faculty of Humanities, Group: Group244, Avg Grade: 6
Fullname: Iruyo Qgnuyf, Faculty: Faculty of Chemistry, Group: Group233, Avg Grade: 6
Fullname: Efvbhog Fvmzphoqcd, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 6
Fullname: Vnkltxw Ywotbivlg, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 6
Fullname: Kstjqbpi Twgyckam, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 6
Fullname: Ctlzy Utwejin, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 6
Fullname: Rvebaghzs Nkvjeg, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 6
Fullname: Jowskutrxz Grspibnc, Faculty: Pre-university training faculty, Group: Group221, Avg Grade: 6
Fullname: Zacryfq Ewxjb, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 6
Fullname: Bpjsxvazk Knzyoagxqs, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 6
Fullname: Vtgwbcp Dvxrngquz, Faculty: Faculty of Urban and Regional Development, Group: Group218, Avg Grade: 6
Fullname: Jpakbr Tdnerxvpfh, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 6
Fullname: Dlfxujm Psvujeda, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Aprxwezvmy Wglseaboxp, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 6
Fullname: Harmzgsno Vylawdotc, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 6
Fullname: Kfehtwa Dtquak, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 6
Fullname: Bnyhiufg Fupzylgion, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 6
Fullname: Qsfgoa Bpnmftqe, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 6
Fullname: Gwyxf Zjcyrmu, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 6
Fullname: Xurlmohgv Rtgfhmy, Faculty: School of Foreign Languages, Group: Group244, Avg Grade: 6
Fullname: Xvewlfsm Jaguytv, Faculty: Faculty of Law, Group: Group233, Avg Grade: 6
Fullname: Wnokq Sktirq, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 6
Fullname: Nlhwcpo Ozqpc, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 6
Fullname: Ufdxykwe Rnuzcloqgj, Faculty: Faculty of Law, Group: Group213, Avg Grade: 6
Fullname: Bqunxpa Lqepfmrj, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Zovrt Dprfgaw, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Yhwmgqrjit Lejkfza, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 6
Fullname: Qpgnt Otkpq, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 6
Fullname: Urwpzxny Arjvplbe, Faculty: Faculty of World Economy and World Politics, Group: Group244, Avg Grade: 6
Fullname: Qaimz Adwuofnv, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 6
Fullname: Hnfaoge Najhbewl, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 6
Fullname: Qtumldbyes Mdqtrlhs, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 6
Fullname: Jwxfekmiz Qsxrgdh, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 6
Fullname: Vfezwimcb Imupwesqkx, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 6
Fullname: Gpohbdauj Xqpyk, Faculty: Faculty of Economic Sciences, Group: Group244, Avg Grade: 6
Fullname: Iekhdr Vxqctoa, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 6
Fullname: Xbferic Wgvfe, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Zmcqhokpi Wqmtiskodj, Faculty: International Institute of Economics and Finance, Group: Group288, Avg Grade: 6
Fullname: Gzwdckmpn Mypsvkzib, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 6
Fullname: Ajgxkfqr Phnafgiv, Faculty: School of Foreign Languages, Group: Group244, Avg Grade: 6
Fullname: Lprzemdk Kvzqwihxf, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 6
Fullname: Wtlmjka Esmdi, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 6
Fullname: Ficjrw Cybgplrtd, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Qyhoaj Poskiaq, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 6
Fullname: Wsbolcia Uqezwht, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 6
Fullname: Qgdljze Xwhgzubf, Faculty: Faculty of Computer Science, Group: Group215, Avg Grade: 6
Fullname: Fxqlmbsyi Xzwoy, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 6
Fullname: Xhmqvu Mhjuysw, Faculty: Lyceum of HSE, Group: Group233, Avg Grade: 6
Fullname: Mnewdhf Jwmiz, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 6
Fullname: Beulxvq Dxwzosftu, Faculty: Pre-university training faculty, Group: Group218, Avg Grade: 6
Fullname: Wigeczah Sdjorz, Faculty: Faculty of Geography and Geo-information Technology, Group: Group244, Avg Grade: 6
Fullname: Chyrsbqkm Keytzxljo, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 6
Fullname: Oqvbtfdmn Utcahorily, Faculty: Faculty of Creative Industries, Group: Group217, Avg Grade: 6
Fullname: Nvyihp Nqihurpmgo, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 6
Fullname: Otqfi Crvqughas, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 6
Fullname: Rcgtkd Zyopcrvne, Faculty: Lyceum of HSE, Group: Group244, Avg Grade: 6
Fullname: Pxmhctrig Hxgpzybc, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 6
