Fullname: Hlxwguebsc Nmlpvkaf, Faculty: Graduate School of Business, Group: Group288, Avg Grade: 0
Fullname: Guice Fzidxprgq, Faculty: Faculty of Urban and Regional Development, Group: Group213, Avg Grade: 5
Fullname: Plgfjiyk Dxgec, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 5
Fullname: Zwytfmnj Doskziqwe, Faculty: Faculty of Creative Industries, Group: Group244, Avg Grade: 5
Fullname: Yxuqtng Suijgblnat, Faculty: Pre-university training faculty, Group: Group221, Avg Grade: 5
Fullname: Xalpusmz Gskuec, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 5
Fullname: Jmzdieqps Qrmnxgilc, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 5
Fullname: Uvzqatgjh Nrsyuxkzc, Faculty: School of Foreign Languages, Group: Group219, Avg Grade: 5
Fullname: Qwrvptdaze Apgncd, Faculty: Faculty of Law, Group: Group213, Avg Grade: 5
Fullname: Fbvae Qzfbinej, Faculty: International Institute of Economics and Finance, Group: Group219, Avg Grade: 5
Fullname: Ivsbe Djtgeu, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 5
Fullname: Xgwimprnaq Cgkyt, Faculty: Faculty of Law, Group: Group212, Avg Grade: 5
Fullname: Enrtbzcgmo Gpufvkxq, Faculty: International Institute of Economics and Finance, Group: Group212, Avg Grade: 5
Fullname: Vrepa Dvywe, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 5
Fullname: Wodthbgal Qadxuszk, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 5
Fullname: Silmyhzt Hjpqzsxmyn, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 6
Fullname: Bsvjydqnl Oqkwbf, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Dimjpcyvk Ftsid, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 6
Fullname: Jplrwnyo Rdxma, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group213, Avg Grade: 6
Fullname: Jvztqf Ezwhsbfvu, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Xvewlfsm Jaguytv, Faculty: Faculty of Law, Group: Group233, Avg Grade: 6
Fullname: Bqunxpa Lqepfmrj, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Yhwmgqrjit Lejkfza, Faculty: Faculty of Chemistry, Group: Group213, Avg Grade: 6
Fullname: Qaimz Adwuofnv, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 6
Fullname: Gtljcnsaz Xnfzijdms, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 6
Fullname: Xbferic Wgvfe, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Wtnloeq Msjir, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 6
Fullname: Zioyevqns Puzve, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 6
Fullname: Seldfm Xtqpe, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 6
Fullname: Boiqc Ilyctzjvdq, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 6
Fullname: Idcnax Cbjosky, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 6
Fullname: Zacryfq Ewxjb, Faculty: Faculty of Computer Science, Group: Group221, Avg Grade: 6
Fullname: Eduwlz Hiwfp, Faculty: Faculty of Physics, Group: Group212, Avg Grade: 6
Fullname: Kvqragjwei Rujvgqsyt, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 6
Fullname: Sifujh Kfonsxtg, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 6
Fullname: Tefnigc Ybqvdzcw, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 6
Fullname: Lsvaupdei Fbwumsevd, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 6
Fullname: Fwdsh Agdhoq, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Chyrsbqkm Keytzxljo, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 6
Fullname: Bihev Rbqhyls, Faculty: Faculty of World Economy and World Politics, Group: Group233, Avg Grade: 6
Fullname: Rhpdae Cdkgzya, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 6
Fullname: Fvjbin Wugjovmk, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 6
Fullname: Gmbjzcn Suadopghf, Faculty: Faculty of Law, Group: Group217, Avg Grade: 6
Fullname: Rnbcax Qhiydfxv, Faculty: Graduate School of Business, Group: Group219, Avg Grade: 6
Fullname: Shdwevm Psmcbvd, Faculty: Pre-university training faculty, Group: Group288, Avg Grade: 6
Fullname: Ocslniev Uofimja, Faculty: Graduate School of Business, Group: Group215, Avg Grade: 6
Fullname: Sowkbvtny Wfyiktovg, Faculty: Higher School of Jurisprudence and Administration, Group: Group215, Avg Grade: 6
Fullname: Kxfiotqvu Pftgcldv, Faculty: Pre-university training faculty, Group: Group233, Avg Grade: 6
Fullname: Vnzoqhiyx Vtemaujw, Faculty: Faculty of Law, Group: Group221, Avg Grade: 6
Fullname: Orhduc Uwtvoei, Faculty: Lyceum of HSE, Group: Group212, Avg Grade: 6
Fullname: Oufnkhq Qeosc, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 6
Fullname: Etmfzkucv Mogyek, Faculty: Faculty of Biology and Biotechnology, Group: Group218, Avg Grade: 6
Fullname: Gqkdwtjvl Wbyxrfgd, Faculty: Faculty of Geography and Geo-information Technology, Group: Group288, Avg Grade: 6
Fullname: Olvnxeyf Dltsbpnaz, Faculty: Faculty of Biology and Biotechnology, Group: Group217, Avg Grade: 6
Fullname: Grent Mnulqyawox, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Fuevn Gfknphvydi, Faculty: School of Foreign Languages, Group: Group233, Avg Grade: 6
Fullname: Tsmcfayd Hjklb, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 6
Fullname: Vdgfo Mywqnhku, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 6
Fullname: Rhsjlqo Bdlmso, Faculty: Faculty of Mathematics, Group: Group217, Avg Grade: 6
Fullname: Fioypc Tkafm, Faculty: Faculty of Creative Industries, Group: Group212, Avg Grade: 6
Fullname: Tslfbirw Qrnhkle, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 6
Fullname: Mkqhbuel Lqmkxzdhot, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Elinw Paextvkqb, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Nuwcgf Wzjuoek, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 6
Fullname: Aqoslcjfmv Zlbvg, Faculty: Faculty of Chemistry, Group: Group219, Avg Grade: 6
Fullname: Hupsxbndfj Znwjbupdry, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 6
Fullname: Riuzjqbap Qigjahbtk, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 6
Fullname: Uzlbo Yftsvped, Faculty: International Institute of Economics and Finance, Group: Group221, Avg Grade: 6
Fullname: Hcwifzg Bkxoylh, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 6
Fullname: Ngtauofq Tamnjlzx, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 6
Fullname: Zogndfhuyi Snlbt, Faculty: Faculty of Humanities, Group: Group212, Avg Grade: 6
Fullname: Kveoznp Snzbquohd, Faculty: Pre-university training faculty, Group: Group219, Avg Grade: 6
Fullname: Fbwrp Mczogksidn, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 6
Fullname: Pmrcqtfxbw Yoibzr, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Ghyor Qvwcxr, Faculty: Faculty of World Economy and World Politics, Group: Group217, Avg Grade: 6
Fullname: Ntwesa Tbsdnmo, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 6
Fullname: Fbkimeu Pnsxclgzym, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 6
Fullname: Mwojtri Mfcsuiek, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group219, Avg Grade: 6
Fullname: Ytucksgr Ojiam, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 6
Fullname: Lzhgnkwdao Fumibndck, Faculty: Faculty of World Economy and World Politics, Group: Group221, Avg Grade: 6
Fullname: Eljqdz Hvynik, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 6
Fullname: Xqtguyhlr Ytbcuqvmd, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 6
Fullname: Vnzltbfchp Kygfml, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 6
Fullname: Yxhpzrf Iotaysxcgz, Faculty: Faculty of Economic Sciences, Group: Group219, Avg Grade: 6
Fullname: Xwpco Fgbsjw, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 6
Fullname: Auqwyemg Zwlqtajbvo, Faculty: Faculty of Social Sciences, Group: Group212, Avg Grade: 6
Fullname: Xphnmftvw Dwcykpf, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 6
Fullname: Megjsiuto Oizrn, Faculty: Faculty of Geography and Geo-information Technology, Group: Group218, Avg Grade: 6
Fullname: Qwiozt Twpjhui, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Zovrt Dprfgaw, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 6
Fullname: Apsto Ewlpjqhm, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 6
Fullname: Icgsv Bmxfonce, Faculty: Faculty of Humanities, Group: Group217, Avg Grade: 6
Fullname: Tsdqlvaryp Hrkzblyga, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 6
Fullname: Ixwdrmquco Xmkcaryzf, Faculty: Faculty of Social Sciences, Group: Group219, Avg Grade: 6
Fullname: Flcymg Efltdw, Faculty: International Institute of Economics and Finance, Group: Group217, Avg Grade: 6
Fullname: Swdlntpvr Shbajgzyfv, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 6
Fullname: Ghenayjdvz Bclrpxgu, Faculty: Faculty of Mathematics, Group: Group218, Avg Grade: 6
Fullname: Pczuwnxksv Zlpvijahuw, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 6
Fullname: Uwylrhqi Oynxz, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 6
Fullname: Wtlmjka Esmdi, Faculty: Faculty of Creative Industries, Group: Group233, Avg Grade: 6
Fullname: Elkzpjai Ykxfh, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 6
Fullname: Qmoeiskztl Ladghxse, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 6
Fullname: Jadszt Csxde, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 6
Fullname: Cstdoqxg Sapzl, Faculty: Lyceum of HSE, Group: Group215, Avg Grade: 6
Fullname: Eyctpogbl Rzxkh, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 6
Fullname: Jeohb Vthyn, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 6
Fullname: Oizmh Fkxqtasrbi, Faculty: Faculty of Mathematics, Group: Group244, Avg Grade: 6
Fullname: Ewjtyhual Jlzvsiofn, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 7
Fullname: Eniqld Qytvskz, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 7
Fullname: Jmnuc Garwn, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 7
Fullname: Qebyfkcxus Cnekfmhl, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group212, Avg Grade: 7
Fullname: Eijhcor Obntf, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 7
Fullname: Grjtkxcfwe Aokgqcezb, Faculty: Faculty of Geography and Geo-information Technology, Group: Group213, Avg Grade: 7
Fullname: Ubethrvaf Dhjoifa, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 7
Fullname: Hwymkzpd Hpcvyq, Faculty: Faculty of Chemistry, Group: Group288, Avg Grade: 7
Fullname: Jbnihlsd Iuewjpszvk, Faculty: Faculty of Humanities, Group: Group233, Avg Grade: 7
Fullname: Ubjeonfdk Zqpfaw, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 7
Fullname: Cyuqsn Lmsawfxh, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 7
Fullname: Gesdyiofw Obyrkial, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 7
Fullname: Veuzgcydi Fvtdplh, Faculty: Faculty of Law, Group: Group213, Avg Grade: 7
Fullname: Vzsxwlh Pjkscuavg, Faculty: Faculty of Chemistry, Group: Group221, Avg Grade: 7
Fullname: Mcrkla Tviqfdk, Faculty: Faculty of Economic Sciences, Group: Group213, Avg Grade: 7
Fullname: Cpgqzjrfy Yrwkcv, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 7
Fullname: Gfnebs Rjoebnkcw, Faculty: Faculty of Mathematics, Group: Group288, Avg Grade: 7
Fullname: Rkhvyou Xhwuy, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 7
Fullname: Dvnqhtae Wczqj, Faculty: Faculty of Social Sciences, Group: Group217, Avg Grade: 7
Fullname: Swvkh Ygnlfqx, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 7
Fullname: Syieuxbw Dojuqv, Faculty: Higher School of Jurisprudence and Administration, Group: Group288, Avg Grade: 7
Fullname: Bstcxmken Ylogc, Faculty: Faculty of World Economy and World Politics, Group: Group219, Avg Grade: 7
Fullname: Jyqognc Deyuxzn, Faculty: Faculty of Social Sciences, Group: Group218, Avg Grade: 7
Fullname: Jgkqexzc Dvjgzixlck, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 7
Fullname: Iupfozneqd Fitgapsz, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 7
Fullname: Cdnrtj Seachplz, Faculty: Faculty of Geography and Geo-information Technology, Group: Group217, Avg Grade: 7
Fullname: Qakld Ewksfombp, Faculty: International Institute of Economics and Finance, Group: Group215, Avg Grade: 7
Fullname: Dczyxm Rawqphij, Faculty: Faculty of Economic Sciences, Group: Group217, Avg Grade: 7
Fullname: Glkart Khgtal, Faculty: Faculty of Social Sciences, Group: Group288, Avg Grade: 7
Fullname: Bksvqzgwpr Urvoyika, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 7
Fullname: Ozekbdn Kybdu, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 7
Fullname: Mhcrwok Njpba, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 7
Fullname: Vmyaqdcj Iylwruvc, Faculty: Faculty of Geography and Geo-information Technology, Group: Group215, Avg Grade: 7
Fullname: Obrke Fjekubgcvz, Faculty: Faculty of Mathematics, Group: Group221, Avg Grade: 7
Fullname: Emontubqs Ernzlpmc, Faculty: Lyceum of HSE, Group: Group217, Avg Grade: 7
Fullname: Nicuo Gdjzal, Faculty: Lyceum of HSE, Group: Group219, Avg Grade: 7
Fullname: Wieotsfar Dqmhp, Faculty: International Institute of Economics and Finance, Group: Group213, Avg Grade: 7
Fullname: Ykzhrnmt Elbdyc, Faculty: Faculty of Mathematics, Group: Group215, Avg Grade: 7
Fullname: Olbgpjw Iknhau, Faculty: Faculty of Chemistry, Group: Group218, Avg Grade: 7
Fullname: Jexkcdmubz Sxqclgowu, Faculty: Faculty of Urban and Regional Development, Group: Group233, Avg Grade: 7
Fullname: Zmbetsha Mvjus, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 7
Fullname: Axmqbnwpov Vhszcloy, Faculty: Faculty of Computer Science, Group: Group244, Avg Grade: 7
Fullname: Mbkcqigy Yhagwdxzl, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 7
Fullname: Kwfthjgsc Qslyrk, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 7
Fullname: Cnvwex Gweptvk, Faculty: Faculty of Economic Sciences, Group: Group215, Avg Grade: 7
Fullname: Jdvwogcm Xpfcaloytm, Faculty: Lyceum of HSE, Group: Group218, Avg Grade: 7
Fullname: Hepavyw Lpdkuxegrj, Faculty: Faculty of Physics, Group: Group233, Avg Grade: 7
Fullname: Jmckp Tmupxgocke, Faculty: Faculty of Law, Group: Group288, Avg Grade: 7
Fullname: Clpzuobhsy Nxjbal, Faculty: Lyceum of HSE, Group: Group213, Avg Grade: 7
Fullname: Cndioqwh Dgpqc, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 7
Fullname: Pmgbn Grcavym, Faculty: Faculty of Law, Group: Group218, Avg Grade: 7
Fullname: Eopgixzrsy Kxwjv, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 7
Fullname: Wefhcmo Frgaqtbdli, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 7
Fullname: Dkasc Qztihuv, Faculty: Faculty of Social Sciences, Group: Group213, Avg Grade: 7
Fullname: Jfduwnzbph Oubrwkd, Faculty: Faculty of Physics, Group: Group218, Avg Grade: 7
Fullname: Nbmorezhl Gchaet, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 7
Fullname: Slqyuw Dcptor, Faculty: Faculty of Mathematics, Group: Group219, Avg Grade: 7
Fullname: Wxsuy Sxmihno, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group233, Avg Grade: 7
Fullname: Hvjtpx Sabdfxgur, Faculty: Faculty of Law, Group: Group213, Avg Grade: 7
Fullname: Ihftmr Ifquhdn, Faculty: Graduate School of Business, Group: Group217, Avg Grade: 7
Fullname: Ygcxe Dajulsci, Faculty: Faculty of World Economy and World Politics, Group: Group213, Avg Grade: 7
Fullname: Gburwndozf Nfcusoawj, Faculty: Faculty of Computer Science, Group: Group219, Avg Grade: 7
Fullname: Icvnmlgjot Kadbmwxc, Faculty: Faculty of World Economy and World Politics, Group: Group233, Avg Grade: 7
Fullname: Cpgodwyue Vdlbzw, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 7
Fullname: Vfinresyca Clbkufsr, Faculty: Faculty of World Economy and World Politics, Group: Group212, Avg Grade: 7
Fullname: Axplcykfdw Uihpv, Faculty: Faculty of Economic Sciences, Group: Group233, Avg Grade: 7
Fullname: Qnsiuwrhf Gdfxzc, Faculty: Lyceum of HSE, Group: Group221, Avg Grade: 7
Fullname: Pjladzfhq Zewakoh, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 7
Fullname: Kwecsbft Woaycnf, Faculty: Faculty of Social Sciences, Group: Group233, Avg Grade: 7
Fullname: Mrfxlebqwo Bczdxh, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 7
Fullname: Fkiwautzvl Kpshli, Faculty: Faculty of Biology and Biotechnology, Group: Group215, Avg Grade: 7
Fullname: Bpjasuo Oxfbcgp, Faculty: Faculty of Humanities, Group: Group215, Avg Grade: 7
Fullname: Lpiht Ysvfadm, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 7
Fullname: Qbaeywzj Dhnpotiyvz, Faculty: Faculty of Physics, Group: Group219, Avg Grade: 7
Fullname: Frqespotkl Higvdan, Faculty: Faculty of Law, Group: Group233, Avg Grade: 7
Fullname: Pbjwnq Xfluv, Faculty: Faculty of Law, Group: Group244, Avg Grade: 7
Fullname: Phulsofk Lirpoc, Faculty: Faculty of Biology and Biotechnology, Group: Group244, Avg Grade: 7
Fullname: Atuwdxg Gztfkd, Faculty: Faculty of Urban and Regional Development, Group: Group244, Avg Grade: 7
Fullname: Meuzqvlpod Ibzfa, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 7
Fullname: Wgqtue Txpmwj, Faculty: Pre-university training faculty, Group: Group213, Avg Grade: 7
Fullname: Wflbmu Asjxc, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 7
Fullname: Cgkupy Ysuzkm, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 7
Fullname: Bjptm Nwzbympvkc, Faculty: Faculty of Computer Science, Group: Group212, Avg Grade: 7
Fullname: Kyltqcrpj Oxylgv, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 7
Fullname: Uotyvjmp Amylghou, Faculty: Faculty of Humanities, Group: Group218, Avg Grade: 7
Fullname: Evtsi Hatgz, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 7
Fullname: Mfvdugbc Zpeicvjmk, Faculty: Faculty of Geography and Geo-information Technology, Group: Group212, Avg Grade: 7
Fullname: Ypdstzhqk Vdtoyrsjkc, Faculty: Graduate School of Business, Group: Group221, Avg Grade: 7
Fullname: Cohrde Rzafupewq, Faculty: Higher School of Jurisprudence and Administration, Group: Group244, Avg Grade: 7
Fullname: Usvtn Qxrym, Faculty: Faculty of Law, Group: Group288, Avg Grade: 7
Fullname: Tdwaxfscjh Snfpjy, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 7
Fullname: Buvprlgyh Txloduec, Faculty: School of Foreign Languages, Group: Group215, Avg Grade: 7
Fullname: Xwrsy Lchdrqb, Faculty: Graduate School of Business, Group: Group218, Avg Grade: 7
Fullname: Dhrescomz Dnvxeics, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 7
Fullname: Aflhjney Ubfdapyev, Faculty: Faculty of Law, Group: Group288, Avg Grade: 7
Fullname: Siwfjyx Ztqihu, Faculty: Lyceum of HSE, Group: Group288, Avg Grade: 7
Fullname: Wkuxzp Bpcxothrlk, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 7
Fullname: Skdbjhcyrq Mavqie, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 7
Fullname: Jlzsrab Sbufl, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group215, Avg Grade: 7
Fullname: Tmisq Nwrbcx, Faculty: Faculty of Computer Science, Group: Group217, Avg Grade: 7
Fullname: Orawu Jknhgqu, Faculty: Graduate School of Business, Group: Group213, Avg Grade: 8
Fullname: Rezkwyl Tvzsudcmqn, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 8
Fullname: Gohxlqvbr Frzbq, Faculty: Lyceum of HSE, Group: Group215, Avg Grade: 8
Fullname: Eajbt Rdmhu, Faculty: Faculty of Chemistry, Group: Group217, Avg Grade: 8
Fullname: Iywlhz Nhdcga, Faculty: Faculty of Social Sciences, Group: Group217, Avg Grade: 8
Fullname: Clkngt Laxbkdev, Faculty: Higher School of Jurisprudence and Administration, Group: Group217, Avg Grade: 8
Fullname: Uzcefblpv Twgfoab, Faculty: Faculty of World Economy and World Politics, Group: Group288, Avg Grade: 8
Fullname: Dekhagqnfl Xsucj, Faculty: Pre-university training faculty, Group: Group217, Avg Grade: 8
Fullname: Ianfkbul Hgelsvwfq, Faculty: Faculty of Law, Group: Group288, Avg Grade: 8
Fullname: Nvldpgy Zeyrjds, Faculty: Faculty of Creative Industries, Group: Group213, Avg Grade: 8
Fullname: Rlpnvkzot Byolrmcng, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group244, Avg Grade: 8
Fullname: Rluzs Nwbjca, Faculty: Faculty of Biology and Biotechnology, Group: Group221, Avg Grade: 8
Fullname: Cmvrhdiuy Oyezlx, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 8
Fullname: Ytiwjmz Lopbydnqet, Faculty: Faculty of Biology and Biotechnology, Group: Group219, Avg Grade: 8
Fullname: Axytdnbre Eufnwakxy, Faculty: Faculty of Biology and Biotechnology, Group: Group212, Avg Grade: 8
Fullname: Gfjesuot Ivtlg, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group217, Avg Grade: 8
Fullname: Kszwtceihr Iecln, Faculty: Faculty of Social Sciences, Group: Group215, Avg Grade: 8
Fullname: Ruvgqie Rpnjwu, Faculty: Faculty of Humanities, Group: Group288, Avg Grade: 8
Fullname: Codgmbltqv Vqwxrytdpg, Faculty: School of Foreign Languages, Group: Group212, Avg Grade: 8
Fullname: Ipbtmgqzdx Nksiv, Faculty: Faculty of Social Sciences, Group: Group221, Avg Grade: 8
Fullname: Qvhktp Tycqldzupm, Faculty: Pre-university training faculty, Group: Group244, Avg Grade: 8
Fullname: Uaomvf Qgkslczr, Faculty: School of Foreign Languages, Group: Group213, Avg Grade: 8
Fullname: Lseqmdrox Jrbou, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 8
Fullname: Rmpnsbd Iuowbtqf, Faculty: Faculty of Humanities, Group: Group213, Avg Grade: 8
Fullname: Qfuovtdmb Scxzo, Faculty: Faculty of Social Sciences, Group: Group244, Avg Grade: 8
Fullname: Szbkcxqh Wdjsgpiuva, Faculty: Faculty of Law, Group: Group212, Avg Grade: 8
Fullname: Dpghqn Ckjsqardg, Faculty: Faculty of Law, Group: Group217, Avg Grade: 8
Fullname: Aujekb Knydvzsjx, Faculty: Faculty of Law, Group: Group218, Avg Grade: 8
Fullname: Ynxecvilbo Vblpiazr, Faculty: Faculty of Chemistry, Group: Group215, Avg Grade: 8
Fullname: Vkyphnlrwq Gdhezox, Faculty: Faculty of Economic Sciences, Group: Group218, Avg Grade: 8
Fullname: Vsmpjdngu Twrilszem, Faculty: International Institute of Economics and Finance, Group: Group244, Avg Grade: 8
Fullname: Wurgam Ysopxzevc, Faculty: Faculty of Creative Industries, Group: Group219, Avg Grade: 8
Fullname: Dnhlsuz Bzsxvdeo, Faculty: Faculty of Physics, Group: Group288, Avg Grade: 8
Fullname: Ugyswibkaz Iatpvs, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group221, Avg Grade: 8
Fullname: Itwpdc Azkfbso, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group218, Avg Grade: 8
Fullname: Pfxltsmiw Xugeswqadp, Faculty: School of Foreign Languages, Group: Group221, Avg Grade: 8
Fullname: Gpysa Yrcobkx, Faculty: Moscow Institute of Electronics and Mathematics named after Tikhonov, Group: Group288, Avg Grade: 8
Fullname: Kdefijg Nwfgxje, Faculty: Faculty of Creative Industries, Group: Group288, Avg Grade: 8
Fullname: Dctpbvfji Skiwyxmjv, Faculty: Faculty of Urban and Regional Development, Group: Group288, Avg Grade: 8
Fullname: Lrtkvjyoiu Rciamx, Faculty: School of Foreign Languages, Group: Group288, Avg Grade: 8
Fullname: Ozwhpdxle Srolxc, Faculty: Faculty of Computer Science, Group: Group288, Avg Grade: 8
Fullname: Vdyesjlhkp Nljbkyiua, Faculty: Faculty of Economic Sciences, Group: Group288, Avg Grade: 8
Fullname: Dpwkshg Hejoxp, Faculty: Faculty of Geography and Geo-information Technology, Group: Group221, Avg Grade: 8
Fullname: Yhopv Ifzusoq, Faculty: Faculty of Mathematics, Group: Group212, Avg Grade: 8
Fullname: Cswuo Ovkgalhn, Faculty: Faculty of Creative Industries, Group: Group218, Avg Grade: 8
